platform,brand,type,followers_count,hashtag_count,mention_count,caption_len_words,caption_len_chars,sentiment_polarity,sentiment_subjectivity,post_hour,post_dayofweek,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,caption,high_engagement_label,split
instagram,odel.official,Sidecar,92512,3,0,29,176,0.4,0.5,3,1,0,0.7071067811865476,0.7071067811865477,0.7818314824680299,0.6234898018587335,"End of Season Sale is Here ✨
Enjoy up to 60% off across all ️ODEL outlets and odel.lk.

Discover your favourites from the ODEL Ladies Collection.

#ODEL #EndOfSeasonSale #Offer",0,train
tiktok,odel.official,Sidecar,92512,3,0,28,168,0.4,0.5,6,6,1,1.0,6.123233995736766e-17,-0.78183148246803,0.6234898018587333,"End of Season Sale is Here ✨
Enjoy up to 60% off across all ️ODEL outlets and odel.lk.

Discover your favourites from the WYOS Collection

#ODEL #EndOfSeasonSale #Offer",0,test
facebook,odel.official,Video,92512,3,0,24,135,0.2,0.2833333333333333,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,"End of Season Sale is Here ✨
Enjoy up to 60% off across all ODEL outlets and odel.lk.

*Until stock last

#ODEL #EndOfSeasonSale #Offer",0,train
facebook,odel.official,Image,92512,7,0,52,346,0.3,0.4444444444444444,3,0,0,0.7071067811865476,0.7071067811865477,0.0,1.0,"End of Season Sale is Here! ✨️
Enjoy up to 60% OFF at Tommy Hilfiger 

Classic vibes, bold statements 
Don’t miss these limited-time finds at Tommy Hilfiger 

From 10th Jan – 31st Jan
 Tommy Hilfiger Flagship Store
Level 1, One Galle Face Mall

T&C apply.

#ODEL #EndOfSeasonSale #TommyHilfiger #UpTo60Off #StyleSteals #FashionDeals #ShopInStore ",0,train
instagram,nolimit_srilanka,Image,71970,0,0,46,270,0.1333333333333333,0.5,9,4,0,0.7071067811865477,-0.7071067811865475,-0.433883739117558,-0.900968867902419,"Get 15% OFF on bills above Rs. 7,500.

Offer valid only on 10th & 11th January.

Applicable on Men’s, Women’s & Kids’ clothing

Available at selected NOLIMIT stores and online at www.nolimit.lk

Jaffna | Kandy | Mount Lavinia | Negombo | Wattala | Wellawatte

T&C apply.",0,train
instagram,nolimit_srilanka,Sidecar,71970,0,0,25,169,0.25,0.5,16,4,0,-0.8660254037844383,-0.5000000000000003,-0.433883739117558,-0.900968867902419,"Style that shines this Thai Pongal ✨

Embrace colour, comfort, and connection with our latest ‘Thai Pongal Collection’ arrivals.

Prices starting from Rs. 2,490 onwards.",1,train
instagram,nolimit_srilanka,Sidecar,71970,0,0,51,292,0.1666666666666667,0.4666666666666666,3,0,0,0.7071067811865476,0.7071067811865477,0.0,1.0,"Get up to 25% OFF on ALL PRODUCTS with selected Credit & Debit Cards when you shop at NOLIMIT - Jaffna!

 Offers valid from 6th to 12th January 2026

 Exclusively available only at our Jaffna Store. 

Discount applies to ALL PRODUCTS.

Refer to the post for bank-wise offer details.
T&C apply",0,train
instagram,nolimit_srilanka,Video,71970,0,0,5,34,0.0,0.0,9,0,0,0.7071067811865477,-0.7071067811865475,0.0,1.0,Thai Pongal Ethnic wear collection,0,train
facebook,odel.official,Sidecar,92512,8,0,59,432,0.1346861471861472,0.3077922077922078,8,0,0,0.8660254037844387,-0.4999999999999997,0.0,1.0,"Drenched in glamour, sprinkled with a little attitude ✨
The Golden Globes red carpet delivered iconic silhouettes, show-stopping sparkle, and fashion moments that definitely knew they were the main event . 
Classic, glamorous, and just the right amount of extra — exactly how red carpet style should be ✨

#GoldenGlobes #RedCarpetGlam #IconicFashion # #AwardSeasonStyle #HollywoodGlam #CoutureMoments # #FashionSpotlight #StyleIcons",0,train
facebook,mooseclothingco,Video,26751,0,0,20,107,0.25,0.5,14,2,0,-0.4999999999999997,-0.8660254037844387,0.9749279121818238,-0.2225209339563143,"So many smiles, wishes, and wholesome moments.
Only 1 more week left to drop your wishes!

don’t miss it ❤️",0,test
facebook,nolimit_srilanka,Video,71970,0,0,41,255,0.4791666666666667,0.6805555555555555,7,2,0,0.9659258262890684,-0.2588190451025207,0.9749279121818238,-0.2225209339563143,"We celebrated the grand opening of NOLIMIT’s 28th store in Jaffna!

With a spacious layout and an extensive range of collections, we’re here to make your shopping experience more convenient than ever. Thank you, Jaffna for the incredible love and support.",0,train
instagram,odel.official,Sidecar,92512,3,0,29,179,-0.05,0.6833333333333333,9,0,0,0.7071067811865477,-0.7071067811865475,0.0,1.0,"End of Season Sale is Here ✨
Enjoy up to 60% off across all ️ODEL outlets and odel.lk.

Discover your favourites from the Premium Casual Collection.

#ODEL #EndOfSeasonSale #Offer",0,train
tiktok,odel.official,Image,92512,8,0,51,338,0.0916666666666666,0.3166666666666667,9,6,1,0.7071067811865477,-0.7071067811865475,-0.78183148246803,0.6234898018587333,"End of Season Sale is Here! ✨️
Enjoy up to 60% OFF at U.S. Polo Assn. 

Classic American style, everyday essentials 
Don’t miss these limited-time finds at U.S. Polo Assn. ✨

 From 10th Jan – 31st Jan
 Selected ODEL Stores

T&C apply.

#ODEL #EndOfSeasonSale #USPoloAssn #UpTo60Off #ClassicStyle #EverydayWear #FashionDeals #ShopInStore ✨",0,train
tiktok,nolimit_srilanka,Image,71970,0,0,29,172,0.1333333333333333,0.4666666666666666,17,0,0,-0.9659258262890684,-0.2588190451025207,0.0,1.0,"Get 20% OFF with Union Bank Credit Cards at NOLIMIT

 Offer valid only on 13th January 2026

Available at selected NOLIMIT stores.
Jaffna | Wattala | Wellawatte

T&C apply.",0,train
facebook,scyllazelus,Sidecar,62596,1,0,12,81,0.5,0.4,5,3,0,0.9659258262890684,0.2588190451025208,0.4338837391175582,-0.900968867902419,"Built on momentum.

SCY Air 2.1 
Now available online & in-stores! 

#scyllazelus",0,test
instagram,mooseclothingco,Image,26751,4,0,13,111,0.2,0.4,14,3,0,-0.4999999999999997,-0.8660254037844387,0.4338837391175582,-0.900968867902419,"Holiday fashion, straight from our lens to your wardrobe

#mooseclothingcompany #perfectfit #fashion #christmas",1,train
instagram,nolimit_srilanka,Sidecar,71970,0,0,73,434,0.4,0.4,11,2,0,0.258819045102521,-0.9659258262890684,0.9749279121818238,-0.2225209339563143,"Check out the Official Warner Bros Collection for Girls — exclusively at NOLIMIT, the official licensed merchandiser for Warner Bros Discovery in Sri Lanka!

Prices start at LKR 2,490.

Available at selected NOLIMIT stores and online at www.nolimit.lk

Colombo City Centre | Hyde Park | Jaffna | Kandy | Kandy City Centre | Kurunegala | Maharagama | Mount Lavinia | Negombo 424 | One Galle Face | Panadura | Wellawatta Image | Wattala",0,train
instagram,mooseclothingco,Image,26751,4,0,8,82,0.0,0.0,6,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.900968867902419,"Festive fits, merry moments

#mooseclothingcompany #perfectfit #fashion #christmas",1,train
instagram,mooseclothingco,Image,26751,3,0,9,78,-0.2,0.75,4,2,0,0.8660254037844385,0.5000000000000001,0.9749279121818238,-0.2225209339563143,"Cozy, Christmasy and what not ❄️

#mooseclothingcompany #perfectfit #christmas",1,train
facebook,odel.official,Sidecar,92512,4,0,30,187,0.2666666666666667,0.3222222222222222,3,5,1,0.7071067811865476,0.7071067811865477,-0.9749279121818236,-0.2225209339563146,"End of Season Sale ✨

Enjoy up to 60% off across all ️ODEL outlets and odel.lk.
Available at all ODEL Stores.

Until stocks last. T&Cs apply.

#ODEL #EndOfSeasonSale #ODELSale #ShopAtODEL",0,train
facebook,kanchukas,Video,51882,4,1,9,71,0.0,0.0,12,6,1,1.2246467991473532e-16,-1.0,-0.78183148246803,0.6234898018587333,@mooseclothingco Now in Kandy ❤️ #moose #mooseclothing #kandy #kanchuka,1,train
tiktok,mooseclothingco,Image,26751,0,0,7,36,0.0,0.0,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,Tis’ the season to sparkle in style.,1,train
instagram,odel.official,Sidecar,92512,3,0,29,175,0.4,0.5,5,1,0,0.9659258262890684,0.2588190451025208,0.7818314824680299,0.6234898018587335,"End of Season Sale is Here ✨
Enjoy up to 60% off across all ODEL outlets and odel.lk.

Discover your favourites from the ODEL Ladies Collection.

#ODEL #EndOfSeasonSale #Offer",0,test
instagram,mooseclothingco,Image,26751,3,0,10,80,0.0,0.0,4,1,0,0.8660254037844385,0.5000000000000001,0.7818314824680299,0.6234898018587335,"Festive fits that sleigh all day ❄️

#Mooseclothingcompany #PefectFit #Christmas",1,train
instagram,mooseclothingco,Video,26751,0,0,38,202,0.15625,0.55,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,"Our booth has been bursting with smiles, and the sweetest messages to Santa! 
Thank you for the love. If you haven’t stopped by yet, come say hi and leave your little note❤️

One Galle Face Mall Level 4",1,train
instagram,nolimit_srilanka,Image,71970,0,0,24,134,0.0,1.0,14,5,1,-0.4999999999999997,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,"Get 20% OFF with Nations Trust Bank Credit Cards at NOLIMIT

 Offer valid only on 10th & 11th January 2026

Shop Now at www.nolimit.lk",0,train
instagram,mooseclothingco,Sidecar,26751,3,0,41,277,0.0833333333333333,0.4166666666666667,3,5,1,0.7071067811865476,0.7071067811865477,-0.9749279121818236,-0.2225209339563146,"Our flagship store at Kandy City Centre is now open!

As a brand, we believe moving ahead also means supporting livelihoods, standing with our community, and continuing with purpose.

Come Visit us, Doors are open.
KCC, Level 3

#mooseclothingcompany #perfectfit #flagshipstore",1,train
instagram,nolimit_srilanka,Video,71970,0,0,11,55,0.25,0.55,3,0,0,0.7071067811865476,0.7071067811865477,0.0,1.0,"Hello Jaffna 
NOLIMIT is now open — for you, with love.",1,train
instagram,mbfwsrilanka,Video,53330,5,7,39,318,0.0,0.0,14,5,1,-0.4999999999999997,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,"Snippets from our Retail Fashion Partner - @mooseclothingco’s collection on our Day 04 runway! 

Presented by @aod_design
Powered by @dimosrilanka
Hosted by @cinnamonlifecolombo
Payment Partner @visasrilanka
Banking Partner @sampathbankplc
Hair & Makeup Partner @kess_salon 

#MBFW #MBFWSL2025 #AOD #Mercedesbenz #Dimo",0,test
facebook,nolimit_srilanka,Sidecar,71970,0,0,53,318,0.325,0.4500000000000001,8,2,0,0.8660254037844387,-0.4999999999999997,0.9749279121818238,-0.2225209339563143,"The latest ‘Off Beat Impression’ Collection is now available

Prices starting at Rs. 2490 onwards.

Available at selected NOLIMIT stores and online at www.nolimit.lk 
Colombo City Centre | Jaffna | Wattala | Wellawatte Image | Kandy | Kandy City Centre | Maharagama | Negombo 424 | Nugegoda | One Galle Face | Panadura",1,train
instagram,nolimit_srilanka,Video,71970,0,0,3,15,0.25,0.5625,11,4,0,0.258819045102521,-0.9659258262890684,-0.433883739117558,-0.900968867902419,Basic & Stylish,0,train
facebook,mooseclothingco,Image,26751,0,0,8,48,0.0,0.0,4,6,1,0.8660254037844385,0.5000000000000001,-0.78183148246803,0.6234898018587333,"Serving Christmas vibes, one outfit at a time.❄️",1,test
facebook,lovekellyfelder,Sidecar,87282,3,0,29,193,0.0,0.0,12,3,0,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,"Kelly Felder - Élité
Luxury Footwear in Balance

In Stores Now: Nugegoda | Colombo City Centre : Level 2 | Wattala 
HOTLINE | 0717255255
WHATSAPP |‪+94774226227‬

#kellyfelder #luxury #footwear",0,train
instagram,lovekellyfelder,Video,87282,0,0,14,75,0.0,0.3333333333333333,4,4,0,0.8660254037844385,0.5000000000000001,-0.433883739117558,-0.900968867902419,"An expression of quiet luxury✨
Shop the Harbour Tote Bag online & in stores",1,train
facebook,lovekellyfelder,Sidecar,87282,1,0,38,247,0.125,0.6125,13,0,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,"Floréal Grace
A soft floral edit for everyday romance light fabrics, gentle prints, and flowing silhouettes.✨

In-Stores Now : Colombo 03 | Nugegoda | Colombo City
Centre : Level 2 | Wattala
HOTLINE | 0717255255
WHATSAPP |+94774226227
#kellyfelder",1,test
facebook,lovekellyfelder,Video,87282,1,0,15,108,0.125,0.6125,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,"A soft floral edit for everyday romance light fabrics, gentle prints, and flowing silhouettes.✨ #kellyfelder",0,train
instagram,lovekellyfelder,Video,87282,3,0,28,196,0.0111111111111111,0.2444444444444445,14,3,0,-0.4999999999999997,-0.8660254037844387,0.4338837391175582,-0.900968867902419,"A composed exploration of tone and form.
Kelly Felder presents modern heels in nude, beige, brown, and black designed for considered dressing and lasting relevance.

#kellyfelder #luxury #footwear",0,train
instagram,lovekellyfelder,Sidecar,87282,3,0,29,194,0.0,0.0,14,2,0,-0.4999999999999997,-0.8660254037844387,0.9749279121818238,-0.2225209339563143,"Kelly Felder Élité - Luxury Footwear in Balance✨

In Stores Now: Nugegoda | Colombo City Centre : Level 2 | Wattala 
HOTLINE | 0717255255
WHATSAPP |‪+94774226227‬

#kellyfelder #luxury #footwear",0,train
facebook,lovekellyfelder,Sidecar,87282,3,0,30,195,0.0,0.0,12,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.900968867902419,"Kelly Felder - Élité
Luxury Footwear in Balance !

In Stores Now: Nugegoda | Colombo City Centre : Level 2 | Wattala 
HOTLINE | 0717255255
WHATSAPP |‪+94774226227‬

#kellyfelder #luxury #footwear",1,train
instagram,mooseclothingco,Image,26751,0,0,7,39,-0.1555555555555556,0.2888888888888889,14,4,0,-0.4999999999999997,-0.8660254037844387,-0.433883739117558,-0.900968867902419,Counting down the days till Christmas ✨,1,test
instagram,mooseclothingco,Video,26751,4,0,31,220,0.6000000000000001,0.85,0,3,0,0.0,1.0,0.4338837391175582,-0.900968867902419," May your Christmas be bright, your moments be joyful, and your days be filled with warmth and togetherness.

Merry Christmas from all of us at Moose! ✨

#mooseclothingcompany #ownyourstory #merrychristmas #holidayseason",1,train
instagram,lovekellyfelder,Sidecar,87282,2,0,16,98,0.5,0.5,14,6,1,-0.4999999999999997,-0.8660254037844387,-0.78183148246803,0.6234898018587333,"Here’s how we styled ‘ Still in Motion WW Top’ 
Which one’s your pick? 

#kellyfelder #outfitinspo",1,train
facebook,mbfwsrilanka,Image,53330,7,4,37,271,0.0,0.0,16,6,1,-0.8660254037844383,-0.5000000000000003,-0.78183148246803,0.6234898018587333,"#MBFWSL25 welcomes Moose Clothing as our Retail Fashion Partner this season. | 19–23 Nov | Cinnamon Life.

Presented by @aod_design
Powered by @dimosrilanka
Hair & Make-up by @kess_salon
Hosted by @cinnamonlifecolombo

#MBFW #MBFWSL2025 #AOD #Mercedesbenz #Dimo
#SLDF2025",0,train
facebook,odel.official,Video,92512,3,0,37,217,0.2,0.2833333333333333,10,5,1,0.4999999999999999,-0.8660254037844386,-0.9749279121818236,-0.2225209339563146,"End of Season Sale is here ✨
Enjoy up to 60% off across all ️ ODEL Stores, Softlogic Brands Stores and odel.lk.

Valid from 10 January- 31 January 2026

Until stocks last. T&Cs apply.

#ODEL #ODELSale #EndOfSeasonSale",0,train
facebook,mooseclothingco,Video,26751,5,0,33,257,0.375,0.75,12,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.900968867902419,"Where passion meets precision. Discover Moose's original Sri Lanka Cricket fan collection.

 Visit us at 39/40/50, Level 4, One Galle Face Mall, Colombo
 Shop online  LINK IN BIO

#mooseclothingcompany #ownyourstory #onegallefacemall #cricket #cricketjersey",0,train
facebook,odel.official,Image,92512,8,0,66,428,0.2625,0.25,8,5,1,0.8660254037844387,-0.4999999999999997,-0.9749279121818236,-0.2225209339563146,"End of Season Sale is Here! ✨
Enjoy up to 60% OFF at Levi’s 

Denim, jackets, and wardrobe essentials — style that lasts 
Limited-time offers — don’t miss out!

 From 10th Jan – 31st Jan
 Levi’s Flagship Store, Level 1, One Galle Face Mall
 Levi's Flagship Store, Level 1, Havelock City Mall
 Selected ODEL stores

T&C apply.

#ODEL #EndOfSeasonSale #Levis #UpTo60Off #DenimStyle #WardrobeEssentials #ShopInStore #FashionDeals ✨",0,train
instagram,mooseclothingco,Image,26751,4,0,6,72,0.0,0.0,4,1,0,0.8660254037844385,0.5000000000000001,0.7818314824680299,0.6234898018587335,"100000/10 looks 

#Mooseclothingcompany #PefectFit #ගැම්මටFashion #denim",0,train
instagram,mooseclothingco,Image,26751,0,0,9,58,0.5,0.5,12,3,0,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,How many days are remaining until Christmas? Comment below,1,train
instagram,mooseclothingco,Video,26751,3,0,124,760,0.1981447124304268,0.5217068645640074,10,0,0,0.4999999999999999,-0.8660254037844386,0.0,1.0,"Step into a new journey with the Experience Colombo Passport, a celebration of exploration, culture, and curated experiences across the city. Every stop you make adds a new memory to your passport and unlocks special privileges along the way.

From 18–22 November, we invite all passport holders to visit our store at One Galle Face Mall – Level 4. Bring your passport to get it officially stamped and enjoy an exclusive 10% discount on your purchase during this period. This offer is specially curated to give Experience Colombo Passport guests something extra to look forward to when they walk through our doors.

As you explore the city, make our store one of your key destinations. We look forward to welcoming you!

#mooseclothingcompany #perfectfit #mbfw",0,train
instagram,mooseclothingco,Video,26751,0,0,17,81,0.0,0.0,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680299,0.6234898018587335,"we know one thing that would beat a jet2holiday 

hit the LINK IN BIO  & find out",1,train
facebook,mooseclothingco,Video,26751,4,0,48,340,0.175,0.425,6,0,0,1.0,6.123233995736766e-17,0.0,1.0,"In every workspace, there’s more than just work - there’s personality, connection and confidence. From sunrise meetings to coffee break laughs, Moose brings effortless style to your everyday.

Moose - made for real people, real stories.

#mooseclothingcompany #ownyourstory #moosemoments #everydaystyle

Shop Online - Sri Lanka  LINK IN BIO",1,train
instagram,mooseclothingco,Video,26751,6,0,27,199,1.0,1.0,12,1,0,1.2246467991473532e-16,-1.0,0.7818314824680299,0.6234898018587335,"The perfect පෝලෝස් doesn't exi...

 Visit us at 39/40/50, Level 4, One Galle Face Mall, Colombo
 Shop online  LINK IN BIO

#mooseclothingcompany #ownyourstory #poloshirt ##OOTD #fashion #onegalleface",1,train
instagram,shanelle.charukiii,Video,105647,0,0,63,331,0.5766233766233766,0.7142857142857143,14,6,1,-0.4999999999999997,-0.8660254037844387,-0.78183148246803,0.6234898018587333,"ODEL’s End of Season Sale is officially LIVE, and it’s the perfect time to refresh your wardrobe for 2026!✨

Upto 60% off across so many of my favourite brands at ODEL One Galle Face, and honestly, the variety is amazing

The sale is on from 10th January, if you love a good fashion find, this is one sale you don’t want to miss‼️️",0,train
facebook,odel.official,Sidecar,92512,3,0,28,170,0.4,0.5,12,5,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,"End of Season Sale is Here ✨
Enjoy up to 60% off across all ️ODEL outlets and odel.lk.

Discover your favourites from the CLOSET Collection

#ODEL #EndOfSeasonSale #Offer",0,test
facebook,odel.official,Sidecar,92512,4,0,29,205,0.1840909090909091,0.371969696969697,11,4,0,0.258819045102521,-0.9659258262890684,-0.433883739117558,-0.900968867902419,"Where Modern Style Finds Its Edge ✨

A new expression of men’s wear, crafted with detail, balance, and quiet confidence.

Available at all ODEL stores.

#ODELMensWear #MensFashion #NewEdit #StyleWithIntent",0,test
instagram,odel.official,Video,92512,3,0,36,254,0.4571428571428572,0.5357142857142857,10,3,0,0.4999999999999999,-0.8660254037844386,0.4338837391175582,-0.900968867902419,"More You Buy. More You Save. ️

Turn every purchase into bigger savings with our Shop More, Save More offer and enjoy great value across your favourite picks at Softlogic Branded Stores. ✨

#ShopMoreSaveMore #SoftlogicBrandedStores #MoreYouBuyMoreYouSave",0,test
instagram,mooseclothingco,Video,26751,3,0,33,192,0.375,0.2,12,2,0,1.2246467991473532e-16,-1.0,0.9749279121818238,-0.2225209339563143,"You guys made our Santa booth the happiest corner at OGF! ❤️
Come hang out with us on Level 4, drop your message, and be part of the Christmas fun!

#mooseclothingcompany #pefectfit #christmas",1,train
instagram,mooseclothingco,Video,26751,0,0,27,166,0.1931818181818181,0.5272727272727273,11,5,1,0.258819045102521,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,"The season looks good on you. New Christmas designs meet everyday Moose favourites - styled for every festive moment.

Discover what’s new this Christmas  LINK IN BIO",1,train
instagram,odel.official,Image,92512,9,0,56,347,-0.1875,0.5,6,5,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,"End of Season Sale for Charles & Keith.
Up to 60% OFF on pieces that defined the season — and still turn heads.
A little drama , a lot of style . Blink and it’s gone.

from  10th – 31st January 
 Level 1, One Galle Face Mall

#CharlesAndKeith #EndOfSeasonSale #UpTo60Off #StyleWorthIt #FashionFinds #OGFM #LuxuryForLess #SeasonalStyle #ShopInStore",0,train
instagram,odel.official,Sidecar,92512,4,0,29,236,0.1333333333333333,0.4333333333333333,5,5,1,0.9659258262890684,0.2588190451025208,-0.9749279121818236,-0.2225209339563146,"Where Ease, Detail, and Modern Style Come Together ✨

Premium casualwear crafted with intention, balancing comfort, refinement, and everyday versatility.

 Available at all ODEL stores

#ODELMensWear #PremiumCasual #ModernMenswear #ODEL",0,train
instagram,odel.official,Image,92512,7,0,50,320,0.4,0.5,3,6,1,0.7071067811865476,0.7071067811865477,-0.78183148246803,0.6234898018587333,"End of Season Sale is Here! ✨️
Enjoy up to 60% OFF at Mango 

Effortless silhouettes, timeless style 
Don’t miss these limited-time finds at Mango ✨

From 10th Jan – 31st Jan
 Mango Flagship Store
Level 1, One Galle Face Mall

T&C apply.

#ODEL #EndOfSeasonSale #Mango #UpTo60Off #StyleSteals #FashionDeals #ShopInStore ",0,train
instagram,odel.official,Video,92512,2,0,15,109,0.1363636363636364,0.4545454545454545,7,4,0,0.9659258262890684,-0.2588190451025207,-0.433883739117558,-0.900968867902419,"Something New Is Coming ✨

Designed with intention, made to leave an impression.

 #ComingSoon #NewCollection",0,train
tiktok,ranshan15,Video,103648,0,0,28,154,0.2333333333333334,0.6888888888888888,13,6,1,-0.2588190451025208,-0.9659258262890684,-0.78183148246803,0.6234898018587333,"Walked in curious.
Walked out convinced 

ODEL End of Season Sale
 Up to 60% OFF
️ In-store & online at ODEL.LK
️ Till Stocks Last

Happy bargain hunting ",0,train
instagram,dedunuuu,Video,46127,5,1,27,166,-0.05,0.3,4,6,1,0.8660254037844385,0.5000000000000001,-0.78183148246803,0.6234898018587333,"Here are my 3 @mooseclothingco looks for Morning, Day & Night!
Kandy squad, Moose is officially open at Kandy City Center ✨

#moose #srilanka #kandy #styling #outfits",1,train
instagram,mooseclothingco,Video,26751,7,0,42,290,0.1454545454545454,0.3737373737373738,12,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,"The Moose Store at One Galle Face just got a fresh new look ✨
⚠️ Warning: it might make your inner shopaholic come out! 

 Visit us at 39/40/50, Level 4, One Galle Face Mall, Colombo

#mooseclothingcompany #ownyourstory #onegalleface #onegallefacemall #shopnow #seasonalshopping #shopaholic",1,train
instagram,mooseclothingco,Video,26751,7,0,31,239,0.0,0.0,11,3,0,0.258819045102521,-0.9659258262890684,0.4338837391175582,-0.900968867902419,"Your Next Outfit Awaits  | Moose Women’s Collection!

 Visit us at 39/40/50, Level 4, One Galle Face Mall, Colombo
 Shop online  LINK IN BIO

#mooseclothingcompany #ownyourstory #womenscollection #fashion #OOTD #onegalleface #womensfashion",1,train
